-0.827458256	0.209525062	-0.977004904
-0.818181818	0.114914794	-0.972582489
-0.814471243	-0.158704117	-0.794773613
-0.73283859	0.001911591	-0.76042455
-0.775510204	0.243313085	-0.445099635
-0.838589981	0.156050186	-0.580974162
-0.897959184	0.08841095	-0.592043605
-0.842300557	-0.016051825	-0.265059313
-0.853432282	0.27786006	-0.719866682
-0.871985158	-0.03791357	-0.71502828
-0.764378479	0.161679343	-0.261743316
-0.769944341	-0.113632728	-0.794037993
-0.914656772	-0.123317038	-0.870860879
-0.821892393	0.061541031	-0.692357732
-0.844155844	0.186695131	-0.769696491
-0.847866419	0.247481825	-0.855585496
-0.87012987	-0.120722788	-0.558474157
-0.834879406	0.214040377	-0.782954425
-0.909090909	0.116084759	-0.829454901
-0.892393321	-0.165543	-0.863107884
-0.827458256	-0.018519612	-0.797271715
-0.786641929	0.210555492	-0.833364608
-0.834879406	-0.125267137	-0.77886733
-0.884972171	-0.147512632	-0.771013982
-0.58812616	-0.423724502	-0.809912747
-0.73283859	-0.461368878	-0.881795603
-0.651205937	-0.574523066	-0.76676134
-0.558441558	-0.527124458	-0.665544991
-0.730983302	-0.913147883	-0.75663741
-0.521335807	-0.12813162	-0.595706048
-0.649350649	-0.636222118	-0.695441524
-0.660482375	-0.645127042	-0.790324924
-0.751391466	-0.55645711	-0.839566126
-0.604823748	-0.385483339	-0.646425461
-0.450834879	0.25178679	-0.164919308
-0.693877551	-0.681372781	-0.587004893
-0.645640074	-0.288823395	-0.760960543
-0.608534323	-0.249744779	-0.726914431
-0.489795918	-0.003299466	-0.575957639
-0.6567718	-0.027433588	-0.91114117
-0.634508349	-0.366823883	-0.72642747
-0.779220779	0.42678231	-0.801977263
-0.825602968	-0.100480609	-0.802968937
-0.864564007	-0.249881152	-0.959387217
-0.851576994	-0.046915483	-0.785965939
-0.795918367	-0.020413559	-0.626686306
-0.85528757	-0.2134316	-0.820251259
-0.833024119	0.011126294	-0.913325562
-0.751391466	0.435946985	-0.603704042
-0.85528757	-0.2134316	-0.602692327
-0.805194805	-0.140289306	-0.489007905
-0.87012987	-0.230833553	-0.338895287
-0.820037106	0.088227912	-0.674285829
-0.840445269	-0.098586273	-0.415945746
-0.816326531	0.141601675	-0.797230276
-0.797773655	-0.044388708	-0.637486994
-0.782931354	0.376217101	-0.506797089
-0.74025974	0.125259078	-0.48601711
-0.762523191	0.184435656	-0.487403913
-0.847866419	0.247481825	-0.709297814
-0.805194805	0.185212409	-0.79633652
-0.812615955	-0.028304569	-0.938512097
-0.807050093	0.275036081	-0.85748629
-0.847866419	0.247481825	-0.569736295
-0.814471243	0.055351946	-0.817504375
-0.875695733	0.01501762	-0.843636865
-0.723562152	-0.623108415	-0.816153216
-0.682745826	-0.511609162	-0.918355819
-0.730983302	-0.689294507	-0.99557736
-0.692022263	-0.588828147	-0.938324026
-0.695732839	-0.770951809	-0.887201961
-0.710575139	-0.248287504	-0.858146384
-0.710575139	-0.588370161	-0.716226552
-0.6716141	-0.41894638	-0.731847454
-0.593692022	-0.136778417	-0.424812142
-0.714285714	-0.918577343	-0.63370429
-0.792207792	-0.464932522	-0.637965729
-0.666048237	-0.534750954	-0.397579166
-0.634508349	-0.675585696	-0.387855499
-0.658627087	-0.224595498	-0.214253925
-0.719851577	-0.746001385	-0.580216751
-0.45825603	0.029692724	-0.415386023
-0.641929499	-0.655797385	-0.780440037
-0.675324675	-0.530392248	-0.598799189
-0.591836735	-0.599536898	-0.32092957
-0.606679035	0.74609224	-0.356947228
-0.608534323	-0.249744779	-0.274424339
-0.615955473	-0.760807124	-0.659929647
