0.598816	1	0.160949
0.704986	1	0.0870333
0.746719	1	0.0641511
0.762817	1	0.0562558
0.769227	1	0.0532563
0.771222	1	0.0523395
0.771016	1	0.0524336
0.769647	1	0.0530625
0.767663	1	0.0539806
0.765384	1	0.0550448
0.763012	1	0.0561633
0.760702	1	0.0572633
0.758514	1	0.0583154
0.756927	1	0.0590846
0.755966	1	0.0595525
0.754685	1	0.0601794
0.753307	1	0.0608572
0.751651	1	0.0616772
0.749938	1	0.0625312
0.748469	1	0.0632681
0.747169	1	0.0639235
0.746011	1	0.0645104
0.744832	1	0.0651109
0.743792	1	0.0656427
0.742824	1	0.0661397
0.741972	1	0.0665782
0.741176	1	0.0669896
0.740447	1	0.0673678
0.73987	1	0.0676676
0.73965	1	0.0677822
0.739341	1	0.0679433
0.739062	1	0.0680888
0.738542	1	0.06836
0.738174	1	0.0685528
0.737672	1	0.0688162
0.737306	1	0.069008
0.736765	1	0.0692925
0.73626	1	0.0695588
0.735926	1	0.0697352
0.735881	1	0.0697591
0.735944	1	0.0697257
0.735985	1	0.0697039
0.735988	1	0.0697026
0.73585	1	0.0697752
0.735627	1	0.0698932
0.735518	1	0.0699509
0.735408	1	0.0700091
0.735184	1	0.0701276
0.735011	1	0.0702191
0.734994	1	0.0702281
0.734843	1	0.0703082
0.735707	1	0.0698509
0.73691	1	0.0692162
0.737719	1	0.0687912
0.738212	1	0.0685328
0.737853	1	0.0687211
0.737054	1	0.0691405
0.736383	1	0.069494
0.735813	1	0.0697946
0.735402	1	0.0700123
0.735053	1	0.0701969
0.734539	1	0.0704694
0.734074	1	0.0707168
0.733732	1	0.0708986
0.733417	1	0.0710667
0.733284	1	0.0711376
0.733467	1	0.07104
0.733577	1	0.0709811
0.733576	1	0.0709819
0.733601	1	0.0709683
0.733366	1	0.0710938
0.733249	1	0.0711562
0.733072	1	0.0712503
0.732832	1	0.0713785
0.732638	1	0.0714826
0.732403	1	0.0716081
0.732309	1	0.0716584
0.732622	1	0.0714909
0.732797	1	0.0713972
0.733046	1	0.0712646
0.73313	1	0.0712199
0.733166	1	0.0712003
0.733127	1	0.0712213
0.73313	1	0.0712197
0.732926	1	0.0713286
0.732761	1	0.0714165
0.732588	1	0.0715092
0.732608	1	0.0714984
0.732678	1	0.0714612
0.733279	1	0.0711401
0.73436	1	0.0705644
0.735103	1	0.0701703
0.735556	1	0.0699304
0.735258	1	0.0700881
0.734621	1	0.0704259
0.73407	1	0.070719
0.733697	1	0.0709171
0.733359	1	0.0710972
0.733093	1	0.0712394
0.732677	1	0.0714617
0.732284	1	0.0716717
0.731972	1	0.0718388
0.731788	1	0.0719377
0.731751	1	0.0719575
0.732012	1	0.0718175
0.732144	1	0.0717468
0.732209	1	0.071712
0.732289	1	0.071669
0.732069	1	0.0717871
0.73196	1	0.0718453
0.731824	1	0.0719186
0.731714	1	0.0719772
0.731578	1	0.0720504
0.731437	1	0.0721259
0.731507	1	0.0720885
0.731592	1	0.0720429
0.731605	1	0.0720357
0.731681	1	0.0719953
0.731737	1	0.0719652
0.731711	1	0.0719788
0.73169	1	0.0719902
0.731654	1	0.0720094
0.731524	1	0.0720794
0.731505	1	0.0720893
0.731523	1	0.0720798
0.731552	1	0.0720646
0.73222	1	0.0717061
0.733204	1	0.0711799
0.733895	1	0.0708118
0.734388	1	0.0705495
0.734589	1	0.0704429
0.73397	1	0.070772
0.733453	1	0.0710474
0.733044	1	0.0712655
0.732695	1	0.0714521
0.732498	1	0.0715573
0.732304	1	0.0716611
0.731964	1	0.0718436
0.731669	1	0.0720014
0.73156	1	0.0720602
0.731521	1	0.0720812
0.731462	1	0.0721127
0.731554	1	0.0720631
0.731637	1	0.0720186
0.731712	1	0.0719784
0.731589	1	0.0720446
0.731543	1	0.0720693
0.731391	1	0.0721509
0.731271	1	0.0722153
0.731114	1	0.0722997
0.730955	1	0.072385
0.730895	1	0.0724177
0.731088	1	0.0723135
0.731211	1	0.0722473
0.731307	1	0.0721958
0.731355	1	0.0721701
0.731353	1	0.0721713
0.731389	1	0.0721516
0.731366	1	0.0721644
0.731295	1	0.0722024
0.731265	1	0.0722184
0.731216	1	0.0722451
0.731228	1	0.0722385
0.731236	1	0.0722339
0.731658	1	0.0720075
0.732465	1	0.0715752
0.733051	1	0.0712615
0.733423	1	0.0710634
0.733289	1	0.0711346
0.732822	1	0.0713839
0.73247	1	0.0715725
0.732192	1	0.0717213
0.731965	1	0.0718428
0.731786	1	0.0719389
0.731571	1	0.072054
0.73136	1	0.0721672
0.731213	1	0.0722466
